city,state,median_age,male_population,female_population,total_population,number_of_veterans,foreign_born,average_household_size,state_code,race,count,id
Sioux Falls,South Dakota,34.6,86596.0,84934.0,171530,8658.0,12934.0,2.38,SD,White,149298,498216206336
Rockville,Maryland,38.1,31205.0,35793.0,66998,1990.0,25047.0,2.6,MD,American Indian and Alaska Native,594,498216206337
New Britain,Connecticut,33.4,37350.0,35459.0,72809,2219.0,15080.0,2.52,CT,Hispanic or Latino,30188,498216206338
Racine,Wisconsin,33.7,39314.0,38423.0,77737,4650.0,4403.0,2.56,WI,Black or African-American,20014,498216206339
Tallahassee,Florida,26.2,89390.0,100504.0,189894,9575.0,16720.0,2.38,FL,Black or African-American,69135,498216206340
Kalamazoo,Michigan,26.4,37175.0,38865.0,76040,3048.0,3482.0,2.36,MI,American Indian and Alaska Native,954,498216206341
Inglewood,California,34.9,52995.0,58661.0,111656,2703.0,34171.0,3.12,CA,Asian,2712,498216206342
Muncie,Indiana,27.4,32446.0,37255.0,69701,2968.0,1062.0,2.35,IN,Black or African-American,10482,498216206343
Modesto,California,35.2,104852.0,106405.0,211257,9855.0,39613.0,2.97,CA,White,166618,498216206344
League City,Texas,35.9,49354.0,48996.0,98350,6484.0,8361.0,2.72,TX,Asian,8163,498216206345
Corona,California,37.1,79749.0,84493.0,164242,7709.0,42131.0,2.97,CA,Black or African-American,9437,498216206346
Grand Prairie,Texas,33.1,90811.0,96944.0,187755,7073.0,44888.0,3.18,TX,Black or African-American,54934,506806140928
Cedar Rapids,Iowa,36.2,63109.0,67296.0,130405,7823.0,5404.0,2.32,IA,White,116851,506806140929
Raleigh,North Carolina,32.8,219184.0,232765.0,451949,16747.0,65125.0,2.42,NC,Black or African-American,138242,506806140930
Newport News,Virginia,32.8,88385.0,94000.0,182385,18896.0,12589.0,2.46,VA,Black or African-American,79245,506806140931
Reading,Pennsylvania,29.4,43668.0,44205.0,87873,2580.0,17043.0,2.95,PA,American Indian and Alaska Native,9671,506806140932
Broomfield,Colorado,36.8,31755.0,33310.0,65065,3966.0,5316.0,2.53,CO,American Indian and Alaska Native,601,506806140933
North Charleston,South Carolina,30.7,56549.0,55315.0,111864,9651.0,8789.0,2.82,SC,Hispanic or Latino,12975,506806140934
Lynwood,California,29.4,35634.0,36371.0,72005,776.0,28061.0,4.43,CA,White,48670,506806140935
Murfreesboro,Tennessee,30.2,60704.0,65417.0,126121,5199.0,8948.0,2.6,TN,Asian,7265,506806140936
Boston,Massachusetts,31.8,322149.0,347320.0,669469,18350.0,190123.0,2.38,MA,Black or African-American,189347,506806140937
Victorville,California,30.6,60989.0,61247.0,122236,7484.0,21959.0,3.47,CA,White,86648,506806140938
Chandler,Arizona,35.6,128885.0,131948.0,260833,15870.0,38721.0,2.78,AZ,Black or African-American,16163,506806140939
Longmont,Colorado,36.8,43941.0,48280.0,92221,4925.0,10424.0,2.63,CO,American Indian and Alaska Native,1682,506806140940
Lynwood,California,29.4,35634.0,36371.0,72005,776.0,28061.0,4.43,CA,Hispanic or Latino,63377,506806140941
Bay,Texas,32.9,37977.0,37508.0,75485,3478.0,13192.0,2.59,TX,White,48797,506806140942
Amarillo,Texas,33.8,99391.0,100260.0,199651,11008.0,21124.0,2.64,TX,Black or African-American,14050,506806140943
Irvine,California,34.6,125411.0,131516.0,256927,5532.0,116366.0,2.73,CA,American Indian and Alaska Native,799,515396075520
O'Fallon,Missouri,36.0,41762.0,43270.0,85032,5783.0,3269.0,2.77,MO,White,77049,515396075521
Santa Barbara,California,37.8,45068.0,46784.0,91852,4518.0,19441.0,2.51,CA,Black or African-American,2013,515396075522
Enterprise,Nevada,34.1,69146.0,66328.0,135474,7526.0,31173.0,2.89,NV,Black or African-American,14637,515396075523
Irvine,California,34.6,125411.0,131516.0,256927,5532.0,116366.0,2.73,CA,Asian,126499,515396075524
Murrieta,California,35.3,49363.0,60453.0,109816,7242.0,19875.0,3.3,CA,American Indian and Alaska Native,2327,515396075525
Ogden,Utah,31.3,44323.0,41127.0,85450,5080.0,12791.0,2.68,UT,Hispanic or Latino,28275,515396075526
Miami Beach,Florida,42.5,48090.0,44221.0,92311,2265.0,49908.0,2.1,FL,White,72180,515396075527
Kalamazoo,Michigan,26.4,37175.0,38865.0,76040,3048.0,3482.0,2.36,MI,Asian,2429,515396075528
Lewisville,Texas,31.6,52776.0,52032.0,104808,4211.0,24865.0,2.78,TX,Hispanic or Latino,31757,515396075529
Rio Rancho,New Mexico,38.3,47251.0,46904.0,94155,8527.0,5200.0,2.86,NM,Black or African-American,3970,515396075530
Frederick,Maryland,36.1,33146.0,36336.0,69482,3870.0,14211.0,2.48,MD,White,49181,523986010112
Lawrence,Kansas,27.4,45592.0,48324.0,93916,2986.0,8701.0,2.53,KS,Hispanic or Latino,6435,523986010113
Yuma,Arizona,33.4,48298.0,45847.0,94145,7182.0,19326.0,2.64,AZ,Hispanic or Latino,57054,523986010114
New Rochelle,New York,40.6,38871.0,40967.0,79838,2780.0,26960.0,2.85,NY,Hispanic or Latino,23548,523986010115
Brownsville,Texas,30.6,87689.0,96199.0,183888,4211.0,53301.0,3.48,TX,American Indian and Alaska Native,1165,523986010116
Brentwood,New York,34.2,31395.0,32397.0,63792,1492.0,27058.0,4.98,NY,White,46347,523986010117
Gainesville,Florida,26.0,60803.0,69330.0,130133,4788.0,15272.0,2.33,FL,White,87612,523986010118
Newport Beach,California,46.8,43161.0,43970.0,87131,4847.0,15318.0,2.4,CA,Asian,10017,523986010119
Fremont,California,38.3,114383.0,117808.0,232191,4629.0,109427.0,3.12,CA,American Indian and Alaska Native,1606,523986010120
Duluth,Minnesota,34.7,41271.0,44855.0,86126,5015.0,2258.0,2.25,MN,Hispanic or Latino,1981,523986010121
Hawthorne,California,33.7,43682.0,44762.0,88444,2123.0,32107.0,2.97,CA,White,23665,523986010122
Sacramento,California,33.7,237724.0,252991.0,490715,19698.0,112579.0,2.73,CA,Black or African-American,77439,523986010123
Lansing,Michigan,31.4,54333.0,59777.0,114110,5327.0,8371.0,2.39,MI,Hispanic or Latino,14245,523986010124
Arlington,Virginia,34.4,113981.0,115183.0,229164,12719.0,55205.0,2.19,VA,Black or African-American,22372,523986010125
Framingham,Massachusetts,40.3,35442.0,35768.0,71210,2625.0,19070.0,2.49,MA,American Indian and Alaska Native,849,523986010126
Champaign,Illinois,28.7,43326.0,42760.0,86086,3734.0,12261.0,2.25,IL,White,58099,532575944704
Kennewick,Washington,32.0,38492.0,40411.0,78903,5158.0,8376.0,2.78,WA,American Indian and Alaska Native,1101,532575944705
Florence-Graham,California,30.2,34186.0,32173.0,66359,416.0,28696.0,4.57,CA,White,30591,532575944706
Lincoln,Nebraska,32.3,138544.0,138802.0,277346,14694.0,22958.0,2.4,NE,American Indian and Alaska Native,4281,532575944707
Escondido,California,33.3,76551.0,74907.0,151458,8110.0,46298.0,3.27,CA,White,120781,532575944708
Johnson City,Tennessee,38.2,31019.0,34350.0,65369,5038.0,2878.0,2.18,TN,White,59147,532575944709
Fontana,California,29.5,100644.0,106828.0,207472,4076.0,61448.0,4.15,CA,White,85044,532575944710
Kirkland,Washington,40.8,42159.0,45108.0,87267,5156.0,18570.0,2.3,WA,White,70491,532575944711
Philadelphia,Pennsylvania,34.1,741270.0,826172.0,1567442,61995.0,205339.0,2.61,PA,White,688130,532575944712
Saint Louis,Missouri,35.0,153026.0,162659.0,315685,17060.0,21802.0,2.16,MO,American Indian and Alaska Native,2746,532575944713
Trenton,New Jersey,33.3,42581.0,41650.0,84231,2604.0,20428.0,3.04,NJ,White,37683,532575944714
Poinciana,Florida,34.2,38142.0,35801.0,73943,2933.0,14349.0,3.93,FL,Hispanic or Latino,37382,532575944715
Appleton,Wisconsin,35.6,37217.0,38038.0,75255,4219.0,4454.0,2.49,WI,Asian,5561,541165879296
Greeley,Colorado,31.0,50792.0,50091.0,100883,4294.0,11480.0,2.75,CO,Hispanic or Latino,39271,541165879297
Rockford,Illinois,36.3,71076.0,78270.0,149346,8894.0,18323.0,2.52,IL,American Indian and Alaska Native,2301,541165879298
Roanoke,Virginia,36.9,47252.0,52645.0,99897,6567.0,7346.0,2.35,VA,American Indian and Alaska Native,594,541165879299
Brandon,Florida,36.1,55679.0,58289.0,113968,9417.0,16390.0,2.64,FL,Black or African-American,23475,541165879300
Beaumont,Texas,31.6,57326.0,60784.0,118110,7584.0,10516.0,2.47,TX,Black or African-American,58008,541165879301
Jonesboro,Arkansas,32.6,35666.0,38240.0,73906,3682.0,3222.0,2.44,AR,Hispanic or Latino,4614,541165879302
Jurupa Valley,California,33.8,49430.0,50884.0,100314,3833.0,25338.0,3.87,CA,Black or African-American,3091,541165879303
Davie,Florida,40.8,48754.0,52140.0,100894,4655.0,26532.0,2.72,FL,Hispanic or Latino,35311,541165879304
Lowell,Massachusetts,33.4,54422.0,56298.0,110720,3764.0,33414.0,2.8,MA,Black or African-American,7310,541165879305
Deltona,Florida,39.9,44853.0,43621.0,88474,5664.0,7098.0,2.89,FL,Asian,1292,541165879306
Allen,Texas,37.2,51324.0,46814.0,98138,3505.0,19649.0,3.04,TX,White,69840,541165879307
Allen,Pennsylvania,33.5,60626.0,59581.0,120207,5691.0,19652.0,2.67,PA,White,74187,541165879308
Waco,Texas,29.3,63452.0,68890.0,132342,10716.0,14235.0,2.57,TX,White,96958,541165879309
Largo,Florida,45.1,38166.0,42841.0,81007,8310.0,10489.0,2.28,FL,American Indian and Alaska Native,881,541165879310
Springfield,Missouri,34.1,81057.0,85741.0,166798,12291.0,7765.0,2.12,MO,American Indian and Alaska Native,2777,541165879311
San Juan,Puerto Rico,41.4,155408.0,186829.0,342237,,,,PR,Asian,2452,541165879312
Warner Robins,Georgia,31.4,35093.0,38909.0,74002,6974.0,3210.0,2.5,GA,Hispanic or Latino,5378,541165879313
Tyler,Texas,33.9,50422.0,53283.0,103705,4813.0,8225.0,2.59,TX,Hispanic or Latino,21536,541165879314
Davenport,Iowa,35.2,50123.0,52454.0,102577,7090.0,4065.0,2.39,IA,American Indian and Alaska Native,901,541165879315
Yorba Linda,California,45.5,31960.0,36006.0,67966,3171.0,15532.0,3.0,CA,White,49980,549755813888
Mesa,Arizona,36.9,234998.0,236835.0,471833,31808.0,57492.0,2.68,AZ,Black or African-American,22699,549755813889
Pasco,Washington,28.6,35298.0,32799.0,68097,2052.0,16265.0,3.45,WA,Hispanic or Latino,38883,549755813890
Hesperia,California,29.4,43588.0,49698.0,93286,3739.0,16667.0,3.52,CA,American Indian and Alaska Native,1712,549755813891
Lubbock,Texas,29.2,122320.0,126731.0,249051,10588.0,14226.0,2.61,TX,Black or African-American,23594,549755813892
Alameda,California,41.4,37747.0,40867.0,78614,4504.0,18841.0,2.52,CA,Hispanic or Latino,8265,549755813893
Toledo,Ohio,36.1,135455.0,144323.0,279778,15286.0,9257.0,2.29,OH,White,188325,549755813894
Rochester,New York,31.4,100135.0,109673.0,209808,7288.0,17735.0,2.36,NY,Hispanic or Latino,38004,549755813895
Warwick,Rhode Island,42.6,39289.0,42409.0,81698,5799.0,5318.0,2.4,RI,Black or African-American,1212,549755813896
Decatur,Illinois,40.4,34646.0,38210.0,72856,5291.0,1224.0,2.23,IL,White,56231,549755813897
Bethlehem,Pennsylvania,35.1,35861.0,38506.0,74367,4704.0,6295.0,2.46,PA,Black or African-American,7821,549755813898
San Ramon,California,39.1,39221.0,36911.0,76132,2855.0,29691.0,3.09,CA,Asian,38970,549755813899
Gainesville,Florida,26.0,60803.0,69330.0,130133,4788.0,15272.0,2.33,FL,Asian,11963,549755813900
Fishers,Indiana,34.5,42161.0,43910.0,86071,2469.0,6138.0,2.8,IN,Hispanic or Latino,3409,558345748480
Inglewood,California,34.9,52995.0,58661.0,111656,2703.0,34171.0,3.12,CA,Black or African-American,44991,558345748481
Daly City,California,39.7,53817.0,52757.0,106574,3782.0,56640.0,3.26,CA,Black or African-American,5401,558345748482
Surprise,Arizona,39.4,62875.0,65567.0,128442,11109.0,9929.0,2.9,AZ,Black or African-American,9079,558345748483
Pasadena,California,37.6,67712.0,74534.0,142246,4618.0,40779.0,2.63,CA,Hispanic or Latino,52717,558345748484
Centennial,Colorado,42.4,53222.0,56504.0,109726,7226.0,9501.0,2.66,CO,Black or African-American,4005,558345748485
West Covina,California,39.8,51629.0,56860.0,108489,3800.0,37038.0,3.56,CA,American Indian and Alaska Native,518,558345748486
Temecula,California,34.2,54407.0,57619.0,112026,7587.0,18884.0,3.34,CA,American Indian and Alaska Native,2236,558345748487
Pawtucket,Rhode Island,39.2,36072.0,35511.0,71583,3173.0,17884.0,2.41,RI,American Indian and Alaska Native,1359,558345748488
Sunrise Manor,Nevada,32.5,93505.0,99103.0,192608,10663.0,56530.0,3.25,NV,American Indian and Alaska Native,3962,558345748489
Flagstaff,Arizona,23.9,33224.0,37093.0,70317,3667.0,4262.0,2.55,AZ,White,58696,558345748490
Rochester,Minnesota,35.0,54934.0,57282.0,112216,6888.0,17763.0,2.55,MN,Asian,9839,558345748491
Avondale,Arizona,29.1,38712.0,41971.0,80683,4815.0,8355.0,3.18,AZ,American Indian and Alaska Native,613,558345748492
Olathe,Kansas,33.0,65046.0,69270.0,134316,6042.0,11913.0,2.97,KS,Hispanic or Latino,16131,558345748493
Fishers,Indiana,34.5,42161.0,43910.0,86071,2469.0,6138.0,2.8,IN,Asian,7571,558345748494
Turlock,California,36.2,33190.0,39103.0,72293,3397.0,14686.0,2.76,CA,American Indian and Alaska Native,1187,558345748495
Bismarck,North Dakota,38.0,34675.0,35565.0,70240,4145.0,2064.0,2.11,ND,Black or African-American,1700,558345748496
Carlsbad,California,42.1,55119.0,58347.0,113466,6031.0,17689.0,2.68,CA,American Indian and Alaska Native,1513,558345748497
Fort Myers,Florida,37.3,36850.0,37165.0,74015,4312.0,15365.0,2.45,FL,Black or African-American,17298,558345748498
Elizabeth,New Jersey,34.2,65896.0,63116.0,129012,1131.0,63413.0,3.18,NJ,White,70873,558345748499
Lafayette,Indiana,33.5,34313.0,36857.0,71170,5045.0,5697.0,2.19,IN,White,63157,558345748500
Livermore,California,36.7,41522.0,46595.0,88117,3063.0,13959.0,2.91,CA,Black or African-American,3199,558345748501
Sunnyvale,California,35.7,79480.0,72280.0,151760,3900.0,71441.0,2.74,CA,White,71463,558345748502
Waco,Texas,29.3,63452.0,68890.0,132342,10716.0,14235.0,2.57,TX,Asian,4230,566935683072
Atascocita,Texas,32.8,37424.0,40816.0,78240,4416.0,8657.0,3.03,TX,Asian,2441,566935683073
Pomona,California,32.1,74945.0,78307.0,153252,3251.0,53879.0,3.63,CA,Black or African-American,10774,566935683074
Evansville,Indiana,38.0,57198.0,60481.0,117679,9063.0,3169.0,2.25,IN,Asian,1376,566935683075
Hollywood,Florida,41.4,75358.0,74363.0,149721,6056.0,55158.0,2.65,FL,Asian,4696,566935683076
Bloomington,Indiana,23.5,40588.0,43227.0,83815,2368.0,10033.0,2.33,IN,American Indian and Alaska Native,912,566935683077
Mesquite,Texas,34.6,69240.0,75884.0,145124,6438.0,26755.0,2.96,TX,American Indian and Alaska Native,2564,566935683078
Newport News,Virginia,32.8,88385.0,94000.0,182385,18896.0,12589.0,2.46,VA,American Indian and Alaska Native,2201,566935683079
Salt Lake City,Utah,32.1,98364.0,94296.0,192660,6829.0,32166.0,2.38,UT,Hispanic or Latino,40559,566935683080
Arlington,Virginia,34.4,113981.0,115183.0,229164,12719.0,55205.0,2.19,VA,Asian,28595,566935683081
Southfield,Michigan,41.6,31369.0,41808.0,73177,4035.0,4011.0,2.27,MI,American Indian and Alaska Native,983,566935683082
Pittsburgh,Pennsylvania,32.9,149690.0,154695.0,304385,17728.0,28187.0,2.13,PA,White,208863,575525617664
Tallahassee,Florida,26.2,89390.0,100504.0,189894,9575.0,16720.0,2.38,FL,Hispanic or Latino,13538,575525617665
South Bend,Indiana,32.4,50483.0,53274.0,103757,3708.0,8779.0,2.72,IN,Asian,1788,575525617666
Appleton,Wisconsin,35.6,37217.0,38038.0,75255,4219.0,4454.0,2.49,WI,American Indian and Alaska Native,835,575525617667
Philadelphia,Pennsylvania,34.1,741270.0,826172.0,1567442,61995.0,205339.0,2.61,PA,Black or African-American,691186,575525617668
Kendall,Florida,40.2,36658.0,39808.0,76466,1678.0,31180.0,2.81,FL,White,70266,575525617669
Providence,Rhode Island,29.9,89090.0,90114.0,179204,4933.0,53532.0,2.72,RI,White,97885,575525617670
Beaverton,Oregon,35.6,47325.0,49252.0,96577,4645.0,18933.0,2.46,OR,Hispanic or Latino,15452,575525617671
New Haven,Connecticut,29.9,63765.0,66545.0,130310,2567.0,25871.0,2.48,CT,Black or African-American,43356,575525617672
San Bernardino,California,28.5,108671.0,107466.0,216137,7741.0,55135.0,3.55,CA,White,123174,575525617673
Spokane,Washington,36.6,102756.0,110511.0,213267,18044.0,13253.0,2.34,WA,Hispanic or Latino,13365,575525617674
Victoria,Texas,35.8,32290.0,35291.0,67581,5000.0,4480.0,2.7,TX,Hispanic or Latino,34409,575525617675
Knoxville,Tennessee,33.1,89978.0,95334.0,185312,10897.0,10285.0,2.21,TN,Hispanic or Latino,8640,575525617676
Charlotte,North Carolina,34.3,396646.0,430475.0,827121,36046.0,128897.0,2.52,NC,White,446795,575525617677
Cambridge,Massachusetts,31.5,55421.0,54981.0,110402,2495.0,27757.0,2.06,MA,Hispanic or Latino,9433,575525617678
Santa Barbara,California,37.8,45068.0,46784.0,91852,4518.0,19441.0,2.51,CA,Asian,4964,575525617679
Walnut Creek,California,47.6,31994.0,36912.0,68906,4977.0,13624.0,2.22,CA,Asian,10831,575525617680
Kendall,Florida,40.2,36658.0,39808.0,76466,1678.0,31180.0,2.81,FL,Hispanic or Latino,47521,575525617681
Vallejo,California,37.8,58379.0,62890.0,121269,8103.0,30592.0,2.83,CA,White,56169,575525617682
Bend,Oregon,37.3,42294.0,44723.0,87017,6199.0,3032.0,2.39,OR,Black or African-American,465,575525617683
Providence,Rhode Island,29.9,89090.0,90114.0,179204,4933.0,53532.0,2.72,RI,American Indian and Alaska Native,4171,575525617684
Pompano Beach,Florida,42.5,56569.0,51202.0,107771,5145.0,32733.0,2.55,FL,American Indian and Alaska Native,2138,575525617685
Stockton,California,32.5,150976.0,154674.0,305650,12822.0,79583.0,3.16,CA,American Indian and Alaska Native,19834,575525617686
Nashville,Tennessee,34.1,314231.0,340365.0,654596,27942.0,88193.0,2.39,TN,Hispanic or Latino,67526,584115552256
Beaverton,Oregon,35.6,47325.0,49252.0,96577,4645.0,18933.0,2.46,OR,Black or African-American,3100,584115552257
Hawthorne,California,33.7,43682.0,44762.0,88444,2123.0,32107.0,2.97,CA,American Indian and Alaska Native,906,584115552258
Anaheim,California,33.6,179603.0,171135.0,350738,9796.0,137133.0,3.45,CA,Black or African-American,9775,584115552259
Cape Coral,Florida,45.0,85626.0,89604.0,175230,14446.0,24185.0,2.85,FL,Asian,3314,584115552260
Costa Mesa,California,34.8,59097.0,54089.0,113186,4095.0,26645.0,2.59,CA,Asian,9165,584115552261
Fort Collins,Colorado,29.6,80893.0,80288.0,161181,8425.0,9704.0,2.45,CO,White,150568,584115552262
Kenosha,Wisconsin,36.3,49349.0,50507.0,99856,6238.0,7443.0,2.55,WI,American Indian and Alaska Native,1264,584115552263
Edinburg,Texas,29.3,39422.0,45079.0,84501,2409.0,16569.0,3.31,TX,White,77560,584115552264
Eau Claire,Wisconsin,32.0,32327.0,35106.0,67433,3261.0,2833.0,2.4,WI,American Indian and Alaska Native,876,584115552265
Elizabeth,New Jersey,34.2,65896.0,63116.0,129012,1131.0,63413.0,3.18,NJ,Asian,3369,584115552266
High Point,North Carolina,35.5,51751.0,58077.0,109828,5204.0,16315.0,2.65,NC,Hispanic or Latino,11446,584115552267
Houston,Texas,32.6,1149686.0,1148942.0,2298628,71898.0,696210.0,2.66,TX,Hispanic or Latino,1028148,584115552268
Denton,Texas,28.7,62478.0,68569.0,131047,6352.0,18451.0,2.66,TX,Black or African-American,15542,584115552269
Pine Hills,Florida,29.2,35344.0,40737.0,76081,2594.0,20735.0,3.3,FL,Hispanic or Latino,10496,584115552270
Bend,Oregon,37.3,42294.0,44723.0,87017,6199.0,3032.0,2.39,OR,American Indian and Alaska Native,1818,584115552271
Mount Vernon,New York,38.5,31876.0,36745.0,68621,2064.0,23777.0,2.85,NY,Hispanic or Latino,9446,584115552272
Danbury,Connecticut,37.3,43435.0,41227.0,84662,3752.0,25675.0,2.74,CT,Black or African-American,8454,592705486848
San Buenaventura,California,37.7,53932.0,55785.0,109717,5980.0,18025.0,2.68,CA,Hispanic or Latino,38463,592705486849
McAllen,Texas,32.3,68332.0,71921.0,140253,4356.0,37691.0,3.19,TX,Black or African-American,3332,592705486850
Torrance,California,41.2,73209.0,75259.0,148468,8459.0,43096.0,2.7,CA,White,80498,592705486851
Oklahoma City,Oklahoma,34.1,309227.0,322036.0,631263,41843.0,80165.0,2.58,OK,White,462306,592705486852
Bossier City,Louisiana,32.7,33428.0,34669.0,68097,8108.0,2980.0,2.4,LA,White,47454,592705486853
Richardson,Texas,35.5,54676.0,56151.0,110827,4797.0,29579.0,2.83,TX,Hispanic or Latino,15762,592705486854
Santa Clara,California,35.2,63278.0,62938.0,126216,4426.0,52281.0,2.75,CA,Hispanic or Latino,22402,592705486855
Danbury,Connecticut,37.3,43435.0,41227.0,84662,3752.0,25675.0,2.74,CT,White,55917,592705486856
Durham,North Carolina,33.2,121153.0,136445.0,257598,12528.0,38642.0,2.4,NC,American Indian and Alaska Native,3154,592705486857
Delray Beach,Florida,47.9,32219.0,34042.0,66261,4232.0,16639.0,2.35,FL,White,40980,592705486858
Naperville,Illinois,38.5,71365.0,75794.0,147159,4545.0,30399.0,2.76,IL,Black or African-American,9031,592705486859
Lancaster,California,30.9,80668.0,80445.0,161113,7892.0,17247.0,3.25,CA,Asian,8654,601295421440
Lakewood,California,39.9,41523.0,40069.0,81592,4094.0,18274.0,3.13,CA,Hispanic or Latino,24987,601295421441
