City,State,Median Age,Male Population,Female Population,Total Population,Number of Veterans,Foreign-born,Average Household Size,State Code,Race,Count
Palo Alto,California,40.2,31451.0,35397.0,66848,2025.0,23348.0,2.55,CA,American Indian and Alaska Native,556
Hollywood,Florida,41.4,75358.0,74363.0,149721,6056.0,55158.0,2.65,FL,White,107916
Palo Alto,California,40.2,31451.0,35397.0,66848,2025.0,23348.0,2.55,CA,White,43019
Norfolk,Virginia,30.2,128917.0,117476.0,246393,29445.0,16702.0,2.51,VA,Black or African-American,107893
Deerfield Beach,Florida,41.4,37155.0,42614.0,79769,3882.0,23642.0,2.46,FL,American Indian and Alaska Native,698
West Valley City,Utah,30.7,68235.0,67989.0,136224,4880.0,30712.0,3.81,UT,White,89145
Pharr,Texas,26.9,35242.0,41293.0,76535,1376.0,25532.0,3.67,TX,Black or African-American,204
Albany,New York,32.8,47627.0,50825.0,98452,3643.0,11948.0,2.08,NY,White,58368
Loveland,Colorado,37.6,37042.0,38146.0,75188,5667.0,3050.0,2.53,CO,Hispanic or Latino,13567
Baton Rouge,Louisiana,31.2,111492.0,117104.0,228596,10633.0,12268.0,2.52,LA,Hispanic or Latino,7428
Silver Spring,Maryland,33.8,40601.0,41862.0,82463,1562.0,30908.0,2.6,MD,Asian,8841
Lubbock,Texas,29.2,122320.0,126731.0,249051,10588.0,14226.0,2.61,TX,Hispanic or Latino,90706
Odessa,Texas,31.2,61119.0,57861.0,118980,5509.0,15845.0,2.92,TX,Hispanic or Latino,63586
Austin,Texas,32.7,475718.0,456122.0,931840,37414.0,181686.0,2.5,TX,American Indian and Alaska Native,10890
Fontana,California,29.5,100644.0,106828.0,207472,4076.0,61448.0,4.15,CA,American Indian and Alaska Native,2656
Cheektowaga,New York,40.7,37476.0,38599.0,76075,5408.0,3532.0,2.3,NY,White,63541
Des Moines,Iowa,34.5,103726.0,106591.0,210317,11780.0,23857.0,2.41,IA,Hispanic or Latino,25306
Conroe,Texas,31.5,34907.0,33685.0,68592,4871.0,13839.0,2.65,TX,White,57480
Temple,Texas,33.6,33512.0,38785.0,72297,7333.0,3968.0,2.59,TX,American Indian and Alaska Native,1615
Columbia,Maryland,37.9,52202.0,51265.0,103467,6526.0,23249.0,2.68,MD,White,58343
Redwood City,California,37.1,42676.0,42624.0,85300,2430.0,27652.0,2.64,CA,American Indian and Alaska Native,664
New Haven,Connecticut,29.9,63765.0,66545.0,130310,2567.0,25871.0,2.48,CT,White,56251
Folsom,California,40.9,41051.0,35317.0,76368,4187.0,13234.0,2.62,CA,Asian,15569
Merced,California,29.7,40048.0,42392.0,82440,3723.0,16348.0,3.15,CA,White,42475
Brockton,Massachusetts,35.2,46273.0,49041.0,95314,3036.0,27313.0,2.88,MA,Asian,2528
Somerville,Massachusetts,31.0,41028.0,39306.0,80334,2103.0,22292.0,2.43,MA,American Indian and Alaska Native,374
O'Fallon,Missouri,36.0,41762.0,43270.0,85032,5783.0,3269.0,2.77,MO,Hispanic or Latino,2583
Saint Petersburg,Florida,41.8,123524.0,133564.0,257088,20247.0,28567.0,2.42,FL,White,179121
Waukesha,Wisconsin,35.8,36263.0,35713.0,71976,3116.0,4982.0,2.35,WI,White,66757
Eugene,Oregon,33.4,79071.0,84377.0,163448,8896.0,14503.0,2.34,OR,Hispanic or Latino,17356
Riverside,California,31.4,160613.0,161810.0,322423,12373.0,69584.0,3.34,CA,American Indian and Alaska Native,5338
Carmichael,California,41.0,29281.0,33934.0,63215,4225.0,7378.0,2.39,CA,Black or African-American,4675
Coral Springs,Florida,37.2,63316.0,66186.0,129502,4724.0,38552.0,3.17,FL,Asian,6573
Jacksonville,North Carolina,24.2,40015.0,27348.0,67363,8252.0,3732.0,2.51,NC,Asian,4204
Warren,Michigan,43.2,64063.0,71293.0,135356,7806.0,18822.0,2.45,MI,White,96357
Glendale,California,42.1,98181.0,102844.0,201025,4448.0,111510.0,2.69,CA,Black or African-American,4619
Billings,Montana,36.3,52705.0,57565.0,110270,9121.0,3206.0,2.4,MT,Hispanic or Latino,7526
Gary,Indiana,38.1,35876.0,41478.0,77354,3952.0,1884.0,2.35,IN,Hispanic or Latino,6266
Gary,Indiana,38.1,35876.0,41478.0,77354,3952.0,1884.0,2.35,IN,Black or African-American,61416
Sacramento,California,33.7,237724.0,252991.0,490715,19698.0,112579.0,2.73,CA,American Indian and Alaska Native,10145
Bryan,Texas,29.4,41761.0,40345.0,82106,3602.0,12014.0,2.55,TX,White,59742
Macon,Georgia,36.0,71833.0,81626.0,153459,10735.0,4846.0,2.46,GA,American Indian and Alaska Native,682
Portsmouth,Virginia,33.6,45900.0,50301.0,96201,10261.0,1815.0,2.54,VA,Asian,1785
Guaynabo,Puerto Rico,42.2,33066.0,37426.0,70492,,,,PR,Hispanic or Latino,69936
Portland,Oregon,36.7,313516.0,318671.0,632187,29940.0,86041.0,2.43,OR,Asian,64386
Newton,Massachusetts,42.3,41985.0,46824.0,88809,1814.0,21692.0,2.71,MA,Asian,15666
Newark,New Jersey,34.6,138040.0,143873.0,281913,5829.0,86253.0,2.73,NJ,White,76402
Mission,Texas,32.9,40530.0,42777.0,83307,2383.0,22608.0,3.51,TX,White,77985
Charleston,South Carolina,35.0,63956.0,71568.0,135524,9368.0,5767.0,2.4,SC,Black or African-American,29998
Redding,California,38.8,42530.0,49049.0,91579,6926.0,5181.0,2.42,CA,Black or African-American,2112
Highlands Ranch,Colorado,39.6,49186.0,53281.0,102467,4840.0,8827.0,2.72,CO,Hispanic or Latino,8393
Pueblo,Colorado,37.6,55635.0,53784.0,109419,7989.0,3578.0,2.44,CO,Asian,2468
Columbia,Missouri,26.8,56544.0,62554.0,119098,4548.0,10729.0,2.37,MO,Asian,8673
Irving,Texas,32.3,117189.0,119428.0,236617,6207.0,86756.0,2.78,TX,Hispanic or Latino,97862
Troy,Michigan,43.3,42371.0,40905.0,83276,2975.0,21004.0,2.59,MI,White,56175
Eugene,Oregon,33.4,79071.0,84377.0,163448,8896.0,14503.0,2.34,OR,White,146807
Memphis,Tennessee,34.1,312237.0,343523.0,655760,31189.0,43318.0,2.55,TN,Hispanic or Latino,46621
Cicero,Illinois,28.5,43153.0,40714.0,83867,629.0,33801.0,3.89,IL,Hispanic or Latino,76425
Beaumont,Texas,31.6,57326.0,60784.0,118110,7584.0,10516.0,2.47,TX,American Indian and Alaska Native,908
Washington,District of Columbia,33.8,319705.0,352523.0,672228,25963.0,95117.0,2.24,DC,Black or African-American,328786
Erie,Pennsylvania,35.3,48618.0,50852.0,99470,7093.0,6275.0,2.31,PA,Hispanic or Latino,7859
Greenville,North Carolina,26.2,39897.0,50691.0,90588,4283.0,4183.0,2.4,NC,Black or African-American,37355
Little Rock,Arkansas,36.6,96997.0,100989.0,197986,12343.0,16640.0,2.36,AR,American Indian and Alaska Native,961
Tampa,Florida,35.3,175517.0,193511.0,369028,20636.0,58795.0,2.47,FL,American Indian and Alaska Native,2915
Saint George,Utah,37.3,38732.0,41475.0,80207,4443.0,4824.0,2.81,UT,American Indian and Alaska Native,2406
Oshkosh,Wisconsin,33.0,32905.0,33652.0,66557,3809.0,2348.0,2.3,WI,American Indian and Alaska Native,237
Pasadena,Texas,31.5,78827.0,74959.0,153786,5735.0,38072.0,2.95,TX,White,140240
Clifton,New Jersey,38.5,41932.0,44409.0,86341,2603.0,27979.0,3.11,NJ,Hispanic or Latino,33176
Chesapeake,Virginia,36.7,114964.0,120465.0,235429,29772.0,13966.0,2.73,VA,White,150414
Gastonia,North Carolina,36.9,35527.0,39023.0,74550,3537.0,5715.0,2.67,NC,Hispanic or Latino,6653
Yuba City,California,34.5,33654.0,33290.0,66944,4706.0,18032.0,2.9,CA,Black or African-American,1912
Greensboro,North Carolina,35.5,132251.0,153093.0,285344,14011.0,26667.0,2.36,NC,American Indian and Alaska Native,3688
Gaithersburg,Maryland,35.7,32211.0,35234.0,67445,2126.0,28133.0,2.73,MD,Hispanic or Latino,18721
Bakersfield,California,30.6,182154.0,191473.0,373627,12284.0,71575.0,3.23,CA,White,272853
Hialeah,Florida,43.0,111530.0,125552.0,237082,1844.0,170148.0,3.31,FL,Black or African-American,5687
Kenner,Louisiana,36.9,33993.0,33113.0,67106,2485.0,12352.0,2.57,LA,American Indian and Alaska Native,158
New Braunfels,Texas,37.0,33071.0,36852.0,69923,5204.0,5405.0,2.85,TX,Asian,1610
The Villages,Florida,70.5,,,72590,15231.0,4034.0,,FL,Black or African-American,331
Redlands,California,36.2,33993.0,37035.0,71028,3445.0,8681.0,2.82,CA,Asian,6255
Hemet,California,36.8,38622.0,45251.0,83873,5613.0,13330.0,2.97,CA,White,67817
Berkeley,California,32.5,60142.0,60829.0,120971,3736.0,25000.0,2.35,CA,American Indian and Alaska Native,1868
Hampton,Virginia,35.5,66214.0,70240.0,136454,19638.0,6204.0,2.48,VA,White,61753
Santa Fe,New Mexico,44.1,40601.0,43511.0,84112,5083.0,13824.0,2.41,NM,Black or African-American,1284
Vancouver,Washington,37.2,82958.0,89895.0,172853,12391.0,21748.0,2.49,WA,Black or African-American,7520
Albany,New York,32.8,47627.0,50825.0,98452,3643.0,11948.0,2.08,NY,Black or African-American,31303
Fayetteville,North Carolina,30.7,101051.0,100914.0,201965,28089.0,12863.0,2.5,NC,Hispanic or Latino,25080
Alhambra,California,41.0,42184.0,43388.0,85572,1673.0,44441.0,2.89,CA,Hispanic or Latino,31386
Bolingbrook,Illinois,33.7,36295.0,35801.0,72096,2951.0,15212.0,3.42,IL,Black or African-American,12671
Spring Hill,Florida,45.1,48295.0,54902.0,103197,9737.0,7893.0,2.58,FL,Hispanic or Latino,15838
Charleston,South Carolina,35.0,63956.0,71568.0,135524,9368.0,5767.0,2.4,SC,White,104016
El Monte,California,37.3,57961.0,58784.0,116745,1686.0,59655.0,3.67,CA,Hispanic or Latino,77523
Eagan,Minnesota,36.8,31587.0,34701.0,66288,2699.0,8642.0,2.49,MN,Asian,6923
Skokie,Illinois,43.4,31382.0,33437.0,64819,1066.0,27424.0,2.78,IL,Asian,20272
Waco,Texas,29.3,63452.0,68890.0,132342,10716.0,14235.0,2.57,TX,Hispanic or Latino,40585
Citrus Heights,California,37.8,41982.0,45071.0,87053,6171.0,9466.0,2.49,CA,Black or African-American,5979
Ontario,California,31.0,85059.0,86141.0,171200,4816.0,48557.0,3.52,CA,Asian,14313
Spring Hill,Florida,45.1,48295.0,54902.0,103197,9737.0,7893.0,2.58,FL,Asian,2409
Lynchburg,Virginia,28.7,38614.0,41198.0,79812,4322.0,4364.0,2.48,VA,Asian,2910
Lansing,Michigan,31.4,54333.0,59777.0,114110,5327.0,8371.0,2.39,MI,Asian,4168
Glen Burnie,Maryland,36.5,33398.0,36461.0,69859,5298.0,6971.0,2.58,MD,Asian,3194
El Monte,California,37.3,57961.0,58784.0,116745,1686.0,59655.0,3.67,CA,White,64138
Yakima,Washington,34.0,45147.0,48553.0,93700,4705.0,15717.0,2.74,WA,Asian,2248
Hammond,Indiana,36.0,38923.0,38687.0,77610,4144.0,9224.0,2.61,IN,Black or African-American,20442
Flagstaff,Arizona,23.9,33224.0,37093.0,70317,3667.0,4262.0,2.55,AZ,Black or African-American,3144
Meridian,Idaho,38.0,43353.0,47400.0,90753,5640.0,8110.0,2.54,ID,White,84625
Spring Valley,Nevada,37.0,96808.0,97147.0,193955,10644.0,61072.0,2.79,NV,American Indian and Alaska Native,2215
Columbus,Georgia,33.7,98785.0,101794.0,200579,21747.0,10376.0,2.62,GA,Hispanic or Latino,15180
Bellflower,California,33.4,38936.0,39498.0,78434,2154.0,24607.0,3.58,CA,Black or African-American,12839
Sandy Springs,Georgia,35.4,48570.0,56777.0,105347,3015.0,19837.0,2.4,GA,Hispanic or Latino,13670
Spring Hill,Florida,45.1,48295.0,54902.0,103197,9737.0,7893.0,2.58,FL,Black or African-American,7689
Reno,Nevada,35.7,122292.0,119151.0,241443,17089.0,37070.0,2.46,NV,White,197335
Santa Clara,California,35.2,63278.0,62938.0,126216,4426.0,52281.0,2.75,CA,American Indian and Alaska Native,1354
Broomfield,Colorado,36.8,31755.0,33310.0,65065,3966.0,5316.0,2.53,CO,White,58341
Evanston,Illinois,36.8,34146.0,41377.0,75523,2058.0,15003.0,2.29,IL,White,54496
Boynton Beach,Florida,45.8,33701.0,40271.0,73972,4727.0,15431.0,2.45,FL,White,49704
Deerfield Beach,Florida,41.4,37155.0,42614.0,79769,3882.0,23642.0,2.46,FL,Asian,1428
Erie,Pennsylvania,35.3,48618.0,50852.0,99470,7093.0,6275.0,2.31,PA,American Indian and Alaska Native,913
Redwood City,California,37.1,42676.0,42624.0,85300,2430.0,27652.0,2.64,CA,Asian,14873
Bryan,Texas,29.4,41761.0,40345.0,82106,3602.0,12014.0,2.55,TX,Hispanic or Latino,29647
South Bend,Indiana,32.4,50483.0,53274.0,103757,3708.0,8779.0,2.72,IN,American Indian and Alaska Native,411
Allen,Texas,37.2,51324.0,46814.0,98138,3505.0,19649.0,3.04,TX,American Indian and Alaska Native,227
Davis,California,26.3,33493.0,34163.0,67656,2176.0,13997.0,2.69,CA,Asian,17816
Menifee,California,37.1,42866.0,44297.0,87163,6821.0,12481.0,3.06,CA,Black or African-American,7773
Mount Vernon,New York,38.5,31876.0,36745.0,68621,2064.0,23777.0,2.85,NY,White,13106
Warner Robins,Georgia,31.4,35093.0,38909.0,74002,6974.0,3210.0,2.5,GA,Black or African-American,29307
Fort Wayne,Indiana,34.7,124815.0,133329.0,258144,13539.0,19146.0,2.45,IN,Hispanic or Latino,21234
Rock Hill,South Carolina,34.5,33324.0,38243.0,71567,4755.0,2413.0,2.29,SC,White,41652
Akron,Ohio,38.1,96886.0,100667.0,197553,12878.0,10024.0,2.24,OH,American Indian and Alaska Native,1845
Youngs,Ohio,37.5,30758.0,33851.0,64609,3620.0,1058.0,2.22,OH,White,33031
Glendale,California,42.1,98181.0,102844.0,201025,4448.0,111510.0,2.69,CA,American Indian and Alaska Native,474
Round Rock,Texas,34.9,56646.0,59193.0,115839,6804.0,18237.0,3.13,TX,White,92278
Camarillo,California,40.8,31941.0,35682.0,67623,4384.0,9735.0,2.77,CA,Hispanic or Latino,16186
Rochester,Minnesota,35.0,54934.0,57282.0,112216,6888.0,17763.0,2.55,MN,Black or African-American,9425
West Valley City,Utah,30.7,68235.0,67989.0,136224,4880.0,30712.0,3.81,UT,Black or African-American,3222
Springdale,Arkansas,31.8,36840.0,43614.0,80454,3397.0,19969.0,3.04,AR,American Indian and Alaska Native,547
Newton,Massachusetts,42.3,41985.0,46824.0,88809,1814.0,21692.0,2.71,MA,Black or African-American,2925
Santa Ana,California,30.8,167503.0,167920.0,335423,4735.0,152999.0,4.58,CA,Black or African-American,5813
Bk,California,37.0,50405.0,54909.0,105314,4048.0,32435.0,2.52,CA,White,79582
Casas Adobes,Arizona,44.8,30890.0,34375.0,65265,6601.0,7024.0,2.24,AZ,Asian,3009
Fresno,California,30.0,256130.0,263942.0,520072,18410.0,103453.0,3.12,CA,Asian,75318
Santa Clarita,California,38.1,90192.0,92175.0,182367,8537.0,40666.0,3.02,CA,Asian,23168
Fort Myers,Florida,37.3,36850.0,37165.0,74015,4312.0,15365.0,2.45,FL,Hispanic or Latino,17866
Pleasanton,California,41.3,36662.0,42857.0,79519,2424.0,23208.0,2.87,CA,Asian,27662
Glen Burnie,Maryland,36.5,33398.0,36461.0,69859,5298.0,6971.0,2.58,MD,Black or African-American,17010
Downey,California,37.3,53006.0,61205.0,114211,2281.0,39977.0,3.45,CA,Asian,9776
Cincinnati,Ohio,32.7,143654.0,154883.0,298537,13699.0,16896.0,2.08,OH,Hispanic or Latino,9121
New York,New York,36.0,4081698.0,4468707.0,8550405,156961.0,3212500.0,2.68,NY,American Indian and Alaska Native,90923
Longview,Texas,36.8,40065.0,41525.0,81590,5512.0,8782.0,2.55,TX,American Indian and Alaska Native,253
The Woodlands,Texas,38.8,56083.0,63061.0,119144,8351.0,21188.0,2.93,TX,Hispanic or Latino,19574
Thousand Oaks,California,44.8,65113.0,64216.0,129329,6323.0,25330.0,2.79,CA,White,108375
Providence,Rhode Island,29.9,89090.0,90114.0,179204,4933.0,53532.0,2.72,RI,Asian,13432
Little Rock,Arkansas,36.6,96997.0,100989.0,197986,12343.0,16640.0,2.36,AR,White,102312
Inglewood,California,34.9,52995.0,58661.0,111656,2703.0,34171.0,3.12,CA,American Indian and Alaska Native,1395
Mesquite,Texas,34.6,69240.0,75884.0,145124,6438.0,26755.0,2.96,TX,Asian,4496
Everett,Washington,37.0,56212.0,51800.0,108012,7880.0,19499.0,2.36,WA,Black or African-American,8304
Baton Rouge,Louisiana,31.2,111492.0,117104.0,228596,10633.0,12268.0,2.52,LA,White,96730
Providence,Rhode Island,29.9,89090.0,90114.0,179204,4933.0,53532.0,2.72,RI,Black or African-American,30638
Columbus,Ohio,32.5,413981.0,435086.0,849067,40238.0,101129.0,2.4,OH,Black or African-American,256764
Odessa,Texas,31.2,61119.0,57861.0,118980,5509.0,15845.0,2.92,TX,Black or African-American,7647
Rockville,Maryland,38.1,31205.0,35793.0,66998,1990.0,25047.0,2.6,MD,Asian,17370
Sioux Falls,South Dakota,34.6,86596.0,84934.0,171530,8658.0,12934.0,2.38,SD,American Indian and Alaska Native,4623
Bellflower,California,33.4,38936.0,39498.0,78434,2154.0,24607.0,3.58,CA,White,23336
Norwalk,Connecticut,42.4,40880.0,47603.0,88483,2877.0,22328.0,2.7,CT,Hispanic or Latino,24682
Mount Pleasant,South Carolina,42.7,39429.0,41880.0,81309,3981.0,4701.0,2.53,SC,Asian,1827
Dayton,Ohio,32.8,66631.0,73966.0,140597,8465.0,7381.0,2.26,OH,American Indian and Alaska Native,2010
Missoula,Montana,34.7,35002.0,36022.0,71024,4733.0,2771.0,2.15,MT,White,66504
Aurora,Illinois,31.7,101964.0,101751.0,203715,4988.0,50980.0,3.3,IL,Asian,17190
North Las Vegas,Nevada,32.2,116350.0,118443.0,234793,17256.0,49815.0,3.31,NV,American Indian and Alaska Native,4739
Saint Charles,Missouri,34.9,32054.0,36747.0,68801,4371.0,5274.0,2.33,MO,White,58662
Yuba City,California,34.5,33654.0,33290.0,66944,4706.0,18032.0,2.9,CA,Hispanic or Latino,20890
Lorain,Ohio,35.6,30844.0,32807.0,63651,4905.0,1531.0,2.52,OH,Hispanic or Latino,19342
Portland,Maine,40.3,31480.0,35392.0,66872,3666.0,9229.0,2.13,ME,White,59722
Mission Viejo,California,44.9,48849.0,48314.0,97163,4713.0,17308.0,2.85,CA,White,81186
Cranston,Rhode Island,39.9,38365.0,42712.0,81077,4702.0,10631.0,2.56,RI,Black or African-American,8193
Corona,California,37.1,79749.0,84493.0,164242,7709.0,42131.0,2.97,CA,White,119403
Allen,Pennsylvania,33.5,60626.0,59581.0,120207,5691.0,19652.0,2.67,PA,Hispanic or Latino,59176
Pueblo,Colorado,37.6,55635.0,53784.0,109419,7989.0,3578.0,2.44,CO,Black or African-American,4107
Thornton,Colorado,33.1,65482.0,67977.0,133459,7261.0,17949.0,2.97,CO,American Indian and Alaska Native,2967
Pembroke Pines,Florida,40.3,77050.0,89574.0,166624,6849.0,62210.0,2.94,FL,Asian,12910
Racine,Wisconsin,33.7,39314.0,38423.0,77737,4650.0,4403.0,2.56,WI,American Indian and Alaska Native,1371
Houston,Texas,32.6,1149686.0,1148942.0,2298628,71898.0,696210.0,2.66,TX,Black or African-American,529431
Clarksville,Tennessee,29.7,75029.0,74161.0,149190,20803.0,8211.0,2.64,TN,Hispanic or Latino,16004
Somerville,Massachusetts,31.0,41028.0,39306.0,80334,2103.0,22292.0,2.43,MA,Hispanic or Latino,8790
Passaic,New Jersey,30.4,36505.0,34577.0,71082,693.0,24174.0,3.56,NJ,Asian,3338
Framingham,Massachusetts,40.3,35442.0,35768.0,71210,2625.0,19070.0,2.49,MA,Black or African-American,6944
Elizabeth,New Jersey,34.2,65896.0,63116.0,129012,1131.0,63413.0,3.18,NJ,Black or African-American,29822
Springfield,Massachusetts,31.8,74744.0,79592.0,154336,5723.0,16226.0,2.81,MA,American Indian and Alaska Native,2087
Bismarck,North Dakota,38.0,34675.0,35565.0,70240,4145.0,2064.0,2.11,ND,Asian,930
Independence,Missouri,38.6,54348.0,62907.0,117255,10220.0,4911.0,2.33,MO,White,98940
Arvada,Colorado,41.0,54870.0,60165.0,115035,8930.0,4921.0,2.49,CO,Hispanic or Latino,16419
Yonkers,New York,38.0,96580.0,104538.0,201118,4801.0,61247.0,2.8,NY,Black or African-American,38731
Paradise,Nevada,37.2,122784.0,114162.0,236946,14112.0,66712.0,2.65,NV,Asian,28380
Virginia Beach,Virginia,35.4,222684.0,230061.0,452745,54995.0,38360.0,2.61,VA,White,324924
Syracuse,New York,30.3,69462.0,74690.0,144152,5845.0,17733.0,2.39,NY,American Indian and Alaska Native,3606
Troy,Michigan,43.3,42371.0,40905.0,83276,2975.0,21004.0,2.59,MI,Black or African-American,5294
Homestead,Florida,31.4,31401.0,35099.0,66500,2287.0,24408.0,3.48,FL,Hispanic or Latino,41910
East Orange,New Jersey,35.5,29995.0,34967.0,64962,1870.0,15164.0,2.85,NJ,Hispanic or Latino,6368
Vacaville,California,35.8,50091.0,46703.0,96794,9064.0,10577.0,2.9,CA,American Indian and Alaska Native,3140
Palmdale,California,32.6,76361.0,81989.0,158350,6388.0,41974.0,3.54,CA,Hispanic or Latino,87452
Deltona,Florida,39.9,44853.0,43621.0,88474,5664.0,7098.0,2.89,FL,American Indian and Alaska Native,651
Edmond,Oklahoma,32.5,45191.0,44899.0,90090,5006.0,5585.0,2.68,OK,Hispanic or Latino,6187
Lauderhill,Florida,35.7,32813.0,38761.0,71574,1965.0,25471.0,3.02,FL,Black or African-American,56948
San Juan,Puerto Rico,41.4,155408.0,186829.0,342237,,,,PR,American Indian and Alaska Native,4031
San Mateo,California,39.3,50966.0,52558.0,103524,2730.0,34957.0,2.64,CA,Hispanic or Latino,23151
Fairfield,California,34.7,55550.0,57422.0,112972,8607.0,24503.0,3.14,CA,American Indian and Alaska Native,1016
Lawrence,Massachusetts,30.8,37464.0,42776.0,80240,1190.0,29170.0,3.17,MA,Asian,2149
Cape Coral,Florida,45.0,85626.0,89604.0,175230,14446.0,24185.0,2.85,FL,White,163396
Pasco,Washington,28.6,35298.0,32799.0,68097,2052.0,16265.0,3.45,WA,Black or African-American,2265
Glendale,California,42.1,98181.0,102844.0,201025,4448.0,111510.0,2.69,CA,Hispanic or Latino,30807
Hampton,Virginia,35.5,66214.0,70240.0,136454,19638.0,6204.0,2.48,VA,Black or African-American,70303
El Monte,California,37.3,57961.0,58784.0,116745,1686.0,59655.0,3.67,CA,Black or African-American,307
Flint,Michigan,35.3,48984.0,49313.0,98297,3757.0,2138.0,2.38,MI,Asian,657
Yorba Linda,California,45.5,31960.0,36006.0,67966,3171.0,15532.0,3.0,CA,American Indian and Alaska Native,211
Miami Gardens,Florida,34.9,50719.0,62480.0,113199,2327.0,33394.0,3.75,FL,Hispanic or Latino,23287
Flagstaff,Arizona,23.9,33224.0,37093.0,70317,3667.0,4262.0,2.55,AZ,Hispanic or Latino,13606
Paterson,New Jersey,34.0,70640.0,77117.0,147757,1694.0,49810.0,3.37,NJ,Asian,9653
Riverview,Florida,32.2,44210.0,45536.0,89746,6943.0,12240.0,3.22,FL,Asian,3582
Davis,California,26.3,33493.0,34163.0,67656,2176.0,13997.0,2.69,CA,Black or African-American,2081
Santa Maria,California,30.1,53320.0,51762.0,105082,2876.0,39192.0,3.83,CA,Black or African-American,1237
Mount Pleasant,South Carolina,42.7,39429.0,41880.0,81309,3981.0,4701.0,2.53,SC,White,75908
McKinney,Texas,35.6,77339.0,85548.0,162887,8082.0,25760.0,2.91,TX,American Indian and Alaska Native,1801
Oceanside,California,39.4,87482.0,88232.0,175714,18051.0,37492.0,2.72,CA,Black or African-American,11907
